icao,site,observed_utc,observed_local,flight_category,temp_c,dewpoint_c,wind_dir_deg,wind_kts,gust_kts,vis_sm,altimeter_hpa,raw_text,fetched_at_utc,fetched_at_local,site_name,site_lat,site_lon,country,region
CYBV,"Berens River Arpt, MB, CA",2025-09-26T17:00:00Z,2025-09-26 12:00:00,VFR,17,7,160,13,23,12,1006.5,METAR CYBV 261700Z 16013G23KT 140V200 12SM FEW250 17/07 A2972 RMK CI1 SLP071 DENSITY ALT 1400FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Berens River Airport,52.358898,-97.018303,CA,CA-MB
CYBW,"Calgary/Springbank Arpt, AB, CA",2025-09-26T17:09:00Z,2025-09-26 17:09:00,VFR,14,-4,270,16,21,9,1012.3,SPECI CYBW 261709Z AUTO 27016G21KT 210V290 9SM CLR 14/M04 A2989 RMK SLP128 DENSITY ALT 4800FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Calgary / Springbank Airport,51.1031,-114.374001,CA,CA-AB
CYBX,"Blanc Sablon Arpt, QC, CA",2025-09-26T17:14:00Z,2025-09-26 13:14:00,IFR,12,12,90,8,0,2.5,995.3,SPECI CYBX 261714Z 09008KT 2 1/2SM -RA BR FEW005 BKN012 BKN032 OVC049 12/12 A2939 RMK ST2SC3SC2SC1 PRESFR SLP954 DENSITY ALT 400FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Lourdes-de-Blanc-Sablon Airport,51.443600000000004,-57.185299,CA,CA-QC
CYCA,"Cartwright Arpt, NL, CA",2025-09-26T17:00:00Z,2025-09-26 14:00:00,VFR,11,11,210,7,0,9,994.3,METAR CYCA 261700Z AUTO 21007KT 9SM -RA SCT037 OVC050 11/11 A2936 RMK PCPN 0.8MM PAST HR SLP943 DENSITY ALT 300FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Cartwright Airport,53.682501,-57.042303,CA,CA-NL
CYCB,"Cambridge Bay Arpt, NU, CA",2025-09-26T17:00:00Z,2025-09-26 11:00:00,VFR,5,4,150,7,0,15,997,METAR CYCB 261700Z 15007KT 15SM SCT055 BKN170 BKN230 05/04 A2944 RMK SC4AC2CI1 SLP975,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Cambridge Bay Airport,69.1081008911,-105.138000488,CA,CA-NU
CYCD,"Nanaimo Arpt, BC, CA",2025-09-26T17:00:00Z,2025-09-26 10:00:00,VFR,14,11,10,3,0,15,1021.1,METAR CYCD 261700Z 01003KT 310V040 15SM FEW010 BKN100 BKN130 14/11 A3015 RMK SF1AC5AC1 SLP213,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Nanaimo Airport,49.05497,-123.869863,CA,CA-BC
CYCG,"Castlegar Rgnl, BC, CA",2025-09-26T17:00:00Z,2025-09-26 10:00:00,VFR,13,2,170,4,0,15,1019.4,METAR CYCG 261700Z 17004KT 110V220 15SM FEW065 FEW130 13/02 A3010 RMK CF1AC1 CF TR AC TR SLP195,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,CA,CA-BC
CYCK,"Chatham/Kent Arpt, ON, CA",2025-09-26T17:00:00Z,2025-09-26 13:00:00,VFR,24,13,270,8,0,9,1013,METAR CYCK 261700Z AUTO 27008KT 9SM FEW041 24/13 A2991 RMK SLP129 DENSITY ALT 1900FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Chatham Kent Airport,42.3064002991,-82.0819015503,CA,CA-ON
CYCO,"Coppermine/Kugluktuk Arpt, NU, CA",2025-09-26T17:00:00Z,2025-09-26 11:00:00,VFR,4,3,250,7,0,12,995.7,METAR CYCO 261700Z 25007KT 12SM FEW004 BKN100 BKN150 BKN220 04/03 A2940 RMK ST1AC6AC1CI1 ST TR AC TR FU SLP961,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Kugluktuk Airport,67.816408,-115.14307,CA,CA-NU
CYCO,"Coppermine/Kugluktuk Arpt, NU, CA",2025-09-26T17:31:00Z,2025-09-26 11:31:00,IFR,5,3,270,6,0,12,996,SPECI CYCO 261731Z 27006KT 12SM FEW003 BKN008 BKN100 BKN220 05/03 A2941 RMK ST1SF4AC1CI1 FU SLP962,2025-09-26T17:34:35Z,2025-09-26T13:34:35Z,Kugluktuk Airport,67.816408,-115.14307,CA,CA-NU
CYCP,"Blue River Arpt, BC, CA",2025-09-26T17:00:00Z,2025-09-26 17:00:00,MVFR,6,6,VAR,2,0,3,1018.4,METAR CYCP 261700Z VRB02KT 3SM BR SCT003 SCT010 BKN050 BKN120 06/06 A3007 RMK SF3ST1SC2AC1 SLP203,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Blue River Airport,52.11669921875,-119.28299713134766,CA,CA-BC
CYCQ,"Chetwynd Arpt, BC, CA",2025-09-26T17:00:00Z,2025-09-26 10:00:00,VFR,10,2,230,7,0,15,1008.2,METAR CYCQ 261700Z 23007KT 15SM FEW040 SCT100 BKN150 OVC220 10/02 A2977 RMK CU1AC1AC5CI1 SLP099,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Chetwynd Airport,55.687198638916016,-121.6269989013672,CA,CA-BC
CYCS,"Chesterfield Inlet Arpt, NU, CA",2025-09-26T17:00:00Z,2025-09-26 12:00:00,VFR,4,2,360,4,0,15,1008.5,METAR CYCS 261700Z 36004KT 15SM FEW015 OVC240 04/02 A2978 RMK SF1CI8 SF TR SLP087,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Chesterfield Inlet Airport,63.346901,-90.731102,CA,CA-NU
CYCX,"Gagetown (MIL), NB, CA",2025-09-26T17:00:00Z,2025-09-26 17:00:00,VFR,23,16,270,8,15,15,1003.1,METAR CYCX 261700Z 27008G15KT 230V300 15SM SCT027 SCT210 23/16 A2962 RMK CU4CI1 DENSITY ALT 1656FT SLP028,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,CFB Gagetown Heliport,45.837766,-66.436729,CA,CA-NB
CYCY,"Cylde River Arpt, NU, CA",2025-09-26T17:16:00Z,2025-09-26 13:16:00,VFR,1,-2,330,16,21,9,1001.4,SPECI CYCY 261716Z AUTO 33016G21KT 9SM SCT019 OVC096 01/M02 A2957 RMK SLP016,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Clyde River Airport,70.486099,-68.516701,CA,CA-NU
CYDA,"Dawson Arpt, YT, CA",2025-09-26T17:00:00Z,2025-09-26 10:00:00,VFR,0,-1,0,0,0,20,992.3,METAR CYDA 261700Z 00000KT 20SM OVC046 00/M01 A2930 RMK SC8 SLP943,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Dawson City Airport,64.04309844970703,-139.1280059814453,CA,CA-YT
CYDB,"Burwash Arpt, YT, CA",2025-09-26T17:00:00Z,2025-09-26 10:00:00,VFR,3,0,190,6,0,15,989.2,METAR CYDB 261700Z 19006KT 15SM FEW170 SCT200 03/M00 A2921 RMK AC2CC3 AC LENT SE-NW SLP920,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Burwash Airport,61.371101,-139.041,CA,CA-YT
CYDC,"Princeton Arpt, BC, CA",2025-09-26T17:00:00Z,2025-09-26 17:00:00,VFR,9,0,VAR,2,0,20,1020.1,METAR CYDC 261700Z VRB02KT 20SM BKN050 BKN150 09/00 A3012 RMK SC6AC1 SLP208,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Princeton Airport,49.468102,-120.511002,CA,CA-BC
CYDF,"Deer Lake Arpt, NL, CA",2025-09-26T17:00:00Z,2025-09-26 14:30:00,MVFR,15,14,60,3,0,7,995,METAR CYDF 261700Z 06003KT 7SM -RA OVC017 15/14 A2938 RMK SC8 PRESFR SLP950 DENSITY ALT 700FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Deer Lake Airport,49.2108,-57.391399,CA,CA-NL
CYDF,"Deer Lake Arpt, NL, CA",2025-09-26T17:19:00Z,2025-09-26 14:49:00,MVFR,15,15,80,3,0,6,994,SPECI CYDF 261719Z 08003KT 010V120 6SM -RA BKN018 OVC030 15/15 A2935 WS ALL RWY RMK SC6SC2 W/S 250/030KTS,2025-09-26T17:34:35Z,2025-09-26T13:34:35Z,Deer Lake Airport,49.2108,-57.391399,CA,CA-NL
CYDL,"Dease Lake Arpt, BC, CA",2025-09-26T17:00:00Z,2025-09-26 10:00:00,VFR,2,1,VAR,3,0,9,998.1,METAR CYDL 261700Z AUTO VRB03KT 9SM BKN130 BKN150 02/01 A2947 RMK SLP996,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Dease Lake Airport,58.422199,-130.031998,CA,CA-BC
CYDN,"Dauphin Arpt, MB, CA",2025-09-26T17:00:00Z,2025-09-26 12:00:00,VFR,21,9,140,4,0,9,1000.1,METAR CYDN 261700Z AUTO 14004KT 110V200 9SM CLR 21/09 A2953 RMK SLP009 DENSITY ALT 2400FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Dauphin Barker Airport,51.1008,-100.052002,CA,CA-MB
CYDN,"Dauphin Arpt, MB, CA",2025-09-26T17:24:00Z,2025-09-26 12:24:00,VFR,22,9,190,16,25,9,1000.1,SPECI CYDN 261724Z AUTO 19016G25KT 180V250 9SM CLR 22/09 A2953 RMK SLP008 DENSITY ALT 2500FT,2025-09-26T17:34:35Z,2025-09-26T13:34:35Z,Dauphin Barker Airport,51.1008,-100.052002,CA,CA-MB
CYDP,"Nain Arpt, NL, CA",2025-09-26T17:00:00Z,2025-09-26 14:00:00,VFR,15,9,170,5,0,15,986.5,METAR CYDP 261700Z 17005KT 15SM BKN140 BKN240 15/09 A2913 RMK AC6CI1 SLP865 DENSITY ALT 1000FT,2025-09-26T17:17:31Z,2025-09-26T13:17:31Z,Nain Airport,56.550778,-61.682224,CA,CA-NL
CYDQ,"Dawson Creek Arpt, BC, CA",2025-09-26T17:00:00Z,2025-09-26 10:00:00,VFR,12,0,250,9,0,9,1007.5,METAR CYDQ 261700Z AUTO 25009KT 9SM CLR 12/M00 A2975 RMK SLP090 DENSITY ALT 2500FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Dawson Creek Airport,55.741245,-120.183263,CA,CA-BC
CYDQ,"Dawson Creek Arpt, BC, CA",2025-09-26T17:27:00Z,2025-09-26 10:27:00,VFR,13,-1,270,19,25,9,1007.2,SPECI CYDQ 261727Z AUTO 27019G25KT 9SM CLR 13/M01 A2974 RMK SLP085 DENSITY ALT 2700FT,2025-09-26T17:34:35Z,2025-09-26T13:34:35Z,Dawson Creek Airport,55.741245,-120.183263,CA,CA-BC
CYED,"Edmonton(MIL), AB, CA",2025-09-26T17:00:00Z,2025-09-26 17:00:00,VFR,14,0,290,11,22,15,1009.2,METAR CYED 261700Z 29011G22KT 260V340 15SM FEW080 14/M00 A2980 RMK AC1 DENSITY ALT 2830FT AC TR SLP101,2025-09-26T17:17:31Z,2025-09-26T13:17:31Z,Edmonton (CFB Namao) Heliport,53.667934,-113.472548,CA,CA-AB
CYEG,"Edmonton Intl Arpt, AB, CA",2025-09-26T17:00:00Z,2025-09-26 11:00:00,VFR,14,-1,300,15,26,20,1009.6,METAR CYEG 261700Z 30015G26KT 20SM FEW140 FEW250 14/M01 A2981 RMK ACC1CI1 ACC TR CI TR SLP107 DENSITY ALT 2900FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Edmonton International Airport,53.3097,-113.580002,CA,CA-AB
CYEK,"Arviat/Eskimo Pt Arpt, NU, CA",2025-09-26T17:00:00Z,2025-09-26 12:00:00,MVFR,4,2,170,7,0,15,1008.9,METAR CYEK 261700Z 17007KT 15SM OVC013 04/02 A2979 RMK SC8 SLP090,2025-09-26T17:17:31Z,2025-09-26T13:17:31Z,Arviat Airport,61.0942,-94.070801,CA,CA-NU
CYEN,"Estevan Arpt, SK, CA",2025-09-26T17:00:00Z,2025-09-26 11:00:00,VFR,18,7,290,21,29,9,1004.8,METAR CYEN 261700Z AUTO 29021G29KT 9SM SCT140 SCT160 18/07 A2967 RMK SLP058 DENSITY ALT 3000FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Estevan Airport,49.2103004456,-102.966003418,CA,CA-SK
CYER,"Ft Severn Arpt, ON, CA",2025-09-26T17:08:00Z,2025-09-26 13:08:00,MVFR,8,4,290,10,18,9,1010.9,SPECI CYER 261708Z AUTO 29010G18KT 280V340 9SM BKN024 OVC029 08/04 A2985 RMK SLP111,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Fort Severn Airport,56.018902,-87.676102,CA,CA-ON
CYET,"Edson Arpt, AB, CA",2025-09-26T17:00:00Z,2025-09-26 11:00:00,VFR,12,0,250,8,0,9,1009.9,METAR CYET 261700Z AUTO 25008KT 210V290 9SM CLR 12/00 A2982 RMK SLP114 DENSITY ALT 3600FT,2025-09-26T17:17:31Z,2025-09-26T13:17:31Z,Edson Airport,53.578899383499994,-116.464996338,CA,CA-AB
CYEV,"Inuvik/Zubko Arpt, NT, CA",2025-09-26T17:00:00Z,2025-09-26 11:00:00,IFR,3,3,340,4,0,2.5,997.4,METAR CYEV 261700Z 34004KT 2 1/2SM -DZ BR SCT004 BKN009 OVC012 03/03 A2945 RMK FG2ST1ST3SC2 VIS HYR SW-W CIG RAG SLP981,2025-09-26T17:17:31Z,2025-09-26T13:17:31Z,Inuvik Mike Zubko Airport,68.30419921880001,-133.483001709,CA,CA-NT
CYFB,"Iqaluit Arpt, NU, CA",2025-09-26T17:00:00Z,2025-09-26 13:00:00,MVFR,6,2,170,3,0,30,995.7,METAR CYFB 261700Z 17003KT 30SM BKN026 BKN260 06/02 A2940 RMK SC7CI1 CI TR SLP959,2025-09-26T17:17:31Z,2025-09-26T13:17:31Z,Iqaluit Airport,63.756402,-68.555801,CA,CA-NU
CYFC,"Fredericton Intl, NB, CA",2025-09-26T17:00:00Z,2025-09-26 14:00:00,VFR,22,15,270,7,15,9,1002.8,METAR CYFC 261700Z AUTO 27007G15KT 230V310 9SM FEW029 BKN040 22/15 A2961 RMK SLP029 DENSITY ALT 1300FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Fredericton Airport,45.868900299072266,-66.537200927734375,CA,CA-NB
CYFO,"Flin Flon Arpto, MB, CA",2025-09-26T17:00:00Z,2025-09-26 12:00:00,VFR,15,8,140,15,22,15,997,METAR CYFO 261700Z 14015G22KT 15SM BKN048 OVC067 15/08 A2944 RMK SC7AC1 SLP976 DENSITY ALT 1800FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Flin Flon Airport,54.678101,-101.681999,CA,CA-MB
CYFR,"Fort Resolution Arpt, NT, CA",2025-09-26T17:00:00Z,2025-09-26 11:00:00,VFR,12,8,240,6,0,15,996.4,METAR CYFR 261700Z 24006KT 200V310 15SM FEW080 FEW120 FEW230 12/08 A2942 RMK ACC1AC1CI1 ACC TR AC TR SLP971 DENSITY ALT 900FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Fort Resolution Airport,61.1808013916,-113.690002441,CA,CA-NT
CYFS,"Fort Simpson Arpt, NT, CA",2025-09-26T17:00:00Z,2025-09-26 11:00:00,VFR,7,2,VAR,2,0,15,996.4,METAR CYFS 261700Z VRB02KT 15SM FEW150 FEW250 07/02 A2942 RMK AC1CI1 CI TR VIS LWR SE FU SLP972,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Fort Simpson Airport,61.76020050048828,-121.23699951171876,CA,CA-NT
CYFT,"Makkovik Arpt, NL, CA",2025-09-26T17:00:00Z,2025-09-26 14:00:00,VFR,15,8,210,9,15,15,990.3,METAR CYFT 261700Z 21009G15KT 170V240 15SM OVC100 15/08 A2924 RMK AS8 SLP906 DENSITY ALT 1100FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Makkovik Airport,55.077335,-59.187942,CA,CA-NL
CYGE,"Golden Arpt, BC, CA",2025-09-26T17:00:00Z,2025-09-26 17:00:00,VFR,13,5,310,5,0,20,1016.7,METAR CYGE 261700Z 31005KT 260V330 20SM FEW060 SCT080 BKN120 13/05 A3002 RMK CU1AC3AC1 SLP172 DENSITY ALT 2800FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Golden Airport,51.299196,-116.982002,CA,CA-BC
CYGH,"Fort Good Hope Arpt, NT, CA",2025-09-26T17:07:00Z,2025-09-26 11:07:00,LIFR,2,2,210,4,0,3,996.4,SPECI CYGH 261707Z 21004KT 3SM BR BKN002 02/02 A2942 RMK ST7 SLP969,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Fort Good Hope Airport,66.240658,-128.647757,CA,CA-NT
CYGK,"Kingston Arpt, ON, CA",2025-09-26T17:00:00Z,2025-09-26 13:00:00,VFR,22,16,230,9,0,15,1010.9,METAR CYGK 261700Z 23009KT 15SM SCT026 BKN040 BKN240 22/16 A2985 RMK CU3SC3CI1 SLP108 DENSITY ALT 1300FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Kingston Norman Rogers Airport,44.2253,-76.596901,CA,CA-ON
CYGL,"La Grande Riviere Arpt, QC, CA",2025-09-26T17:10:00Z,2025-09-26 13:10:00,IFR,5,5,260,29,35,2,999.1,SPECI CYGL 261710Z 26029G35KT 2SM -RADZ BR BKN009 OVC016 05/05 A2950 RMK SF6SC2 SLP000,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,La Grande Rivière Airport,53.625301361083984,-77.7042007446289,CA,CA-QC
CYGL,"La Grande Riviere Arpt, QC, CA",2025-09-26T17:30:00Z,2025-09-26 13:30:00,IFR,5,5,260,26,35,4,999.1,SPECI CYGL 261730Z 26026G35KT 4SM -DZRA BR BKN009 OVC018 05/05 A2950 RMK SF6SC2 SLP000,2025-09-26T17:34:35Z,2025-09-26T13:34:35Z,La Grande Rivière Airport,53.625301361083984,-77.7042007446289,CA,CA-QC
CYGP,"Gaspé Arpt, QC, CA",2025-09-26T17:00:00Z,2025-09-26 13:00:00,VFR,23,14,280,11,17,15,995.3,METAR CYGP 261700Z 28011G17KT 250V320 15SM FEW036 23/14 A2939 RMK CU2 SLP956 DENSITY ALT 1700FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Michel-Pouliot Gaspé Airport,48.774915,-64.481893,CA,CA-QC
CYGR,"Îles de la Madeleine Arpt, QC, CA",2025-09-26T17:00:00Z,2025-09-26 14:00:00,MVFR,17,16,270,17,26,15,998.1,METAR CYGR 261700Z 27017G26KT 15SM BKN010 17/16 A2947 RMK SF5 SLP981 DENSITY ALT 900FT,2025-09-26T17:17:30Z,2025-09-26T13:17:30Z,Îles-de-la-Madeleine Airport,47.425242,-61.778612,CA,CA-QC
CYGR,"Îles de la Madeleine Arpt, QC, CA",2025-09-26T17:16:00Z,2025-09-26 14:16:00,VFR,18,16,270,16,23,15,998.1,SPECI CYGR 261716Z 27016G23KT 15SM FEW010 SCT270 18/16 A2947 RMK SF2CI1 SLP982 DENSITY ALT 900FT,2025-09-26T17:34:35Z,2025-09-26T13:34:35Z,Îles-de-la-Madeleine Airport,47.425242,-61.778612,CA,CA-QC
